#assembly_accession	genome_size	thermo_class	IR Counts	IR Density
GCF_020905855.1	5021930	Mesophiles	240	47.790391343567116
GCF_009763865.1	4031227	Mesophiles	674	167.19475236695925
GCF_019329525.1	2726253	Mesophiles	279	102.33826427701318
GCF_004421065.1	3150039	Mesophiles	255	80.95137869721613
GCF_001314305.1	4138297	Mesophiles	585	141.36249766510232
GCF_001191605.1	3681784	Mesophiles	615	167.0385878150375
GCF_014844315.1	3221284	Mesophiles	444	137.8332366845022
GCF_025558705.1	2544812	Mesophiles	269	105.70525445494599
GCF_013177675.1	3019071	Mesophiles	539	178.53174039298844
GCA_036865555.1	4791284	Mesophiles	567	118.33988550876967
GCF_020906015.1	4922671	Mesophiles	243	49.36344517031506
GCF_003443555.1	4160913	Mesophiles	295	70.89790149421533
GCF_900519475.1	1834577	Mesophiles	209	113.92271897009502
GCF_002900365.1	4896291	Mesophiles	525	107.22401916062587
GCF_029537135.1	4044377	Mesophiles	737	182.22831353259105
GCF_014395425.1	3435501	Mesophiles	427	124.29046011047588
GCF_029962465.1	4669757	Mesophiles	473	101.29006712768994
GCF_000832765.1	5642300	Mesophiles	1519	269.2164542828279
GCA_029762115.1	4018574	Mesophiles	704	175.18652138793513
GCF_001687665.2	3319331	Mesophiles	655	197.32891959253234
GCF_013402775.1	3514330	Thermophiles	500	142.27462987255038
GCF_030643845.1	4227198	Mesophiles	750	177.4224912104898
GCF_000007825.1	5427083	Mesophiles	1438	264.96738671584717
GCA_036700095.1	2909835	Mesophiles	210	72.16904051260639
GCF_000175215.2	4308776	Mesophiles	344	79.83705813437506
GCF_000299555.2	3755709	Mesophiles	628	167.21210296111866
GCF_000978375.1	5349617	Mesophiles	1474	275.53374381754804
GCF_000017425.1	4094159	Mesophiles	926	226.17587641320233
GCF_002251115.2	4381771	Mesophiles	978	223.1974240552507
GCF_008693565.1	6656590	Mesophiles	674	101.25304397596967
GCF_000258405.1	3658997	Thermophiles	247	67.50483807447779
GCF_021497545.1	4178076	Mesophiles	735	175.9182934920284
GCF_020773035.1	4125350	Mesophiles	719	174.2882422097519
GCF_020906415.1	5021453	Mesophiles	240	47.79493106875639
GCF_022646885.1	4757867	Mesophiles	930	195.46574126599168
GCF_963666085.1	3773938	Mesophiles	231	61.209272648358294
GCF_009429125.1	4208275	Mesophiles	581	138.0613196618567
GCF_022879815.1	7412165	Mesophiles	684	92.28073039388627
GCF_000221025.1	3237599	Thermophiles	120	37.06450366459836
GCF_033450805.1	6003706	Mesophiles	1602	266.8351848008547
GCF_028553785.1	3723810	Mesophiles	246	66.06137262642294
GCA_014788305.1	4577565	Mesophiles	643	140.46769406878985
GCF_006228565.1	2645661	Thermophiles	221	83.53299988169309
GCF_025244765.1	3073662	Mesophiles	631	205.29257934021373
GCA_002556525.1	4192617	Mesophiles	725	172.92302158771002
GCF_028743515.2	3113111	Mesophiles	385	123.67050195126355
GCF_013085725.1	4743402	Mesophiles	920	193.95362231579782
GCF_019443725.1	4148820	Mesophiles	620	149.44008175818666
GCF_018517205.1	9359382	Mesophiles	473	50.53752480665924
GCF_003410415.1	5568346	Mesophiles	812	145.82427169576027
GCF_002386185.1	2871975	Mesophiles	277	96.44930753227308
GCF_015284485.1	5493604	Mesophiles	657	119.593621964743
GCF_030291915.1	2396895	Mesophiles	403	168.13419027533538
GCF_030020345.1	3898162	Mesophiles	552	141.60519752642398
GCF_012689525.1	10840732	Mesophiles	853	78.68472350391099
GCA_000789315.1	5718945	Mesophiles	1569	274.3513008081036
GCF_000325705.1	5608040	Mesophiles	444	79.17204584846043
GCF_000974685.2	2717229	Mesophiles	166	61.09164888200443
GCF_024347835.1	7647728	Mesophiles	363	47.465077209858926
GCF_030864025.1	2946270	Mesophiles	223	75.68892192501026
GCF_008838325.1	2746948	Thermophiles	219	79.72484371746388
GCF_034424355.1	6722400	Mesophiles	525	78.09710817565156
GCF_027625975.1	6220761	Mesophiles	1673	268.93815724474865
GCF_000013665.1	5057531	Mesophiles	353	69.79690287612671
GCF_001304735.1	3395109	Mesophiles	847	249.47652637956543
GCF_000276705.2	6561678	Mesophiles	646	98.45042685727644
GCF_022591335.1	2581466	Mesophiles	292	113.11402125768846
GCA_007833815.1	5759703	Mesophiles	382	66.32286421713064
GCA_000772125.1	3876276	Mesophiles	547	141.1148225771333
GCF_022592155.1	5200167	Mesophiles	504	96.91996430114648
GCF_030060575.1	4339832	Mesophiles	527	121.43327207136129
GCF_021655015.1	5700373	Mesophiles	1487	260.8601226621486
GCF_021496015.1	2401799	Mesophiles	240	99.92509781209834
GCF_003076455.1	4621116	Psychrophiles	612	132.43554154451002
GCF_000242455.2	9755686	Mesophiles	669	68.5753928529475
GCF_022559505.1	5260980	Mesophiles	667	126.78246258301685
GCF_000264765.2	4329652	Mesophiles	541	124.95230563564924
GCF_021282645.2	6218179	Mesophiles	661	106.30121776809577
GCF_901457775.2	4807803	Mesophiles	507	105.45357203695742
GCF_000959625.1	5780439	Mesophiles	1188	205.52072256103733
GCF_000016905.1	1915238	Thermophiles	263	137.31974825060905
GCF_007165405.1	2144289	Thermophiles	266	124.05044282743604
GCF_014217275.1	6149586	Mesophiles	619	100.65718245098125
GCF_002892085.1	4844543	Mesophiles	351	72.4526544609058
GCA_002442575.1	3933432	Mesophiles	428	108.81082983003138
GCF_026314335.1	2560703	Mesophiles	264	103.09668868275625
GCA_016413745.1	4083759	Mesophiles	651	159.41195354574057
GCF_000165925.1	4168266	Mesophiles	615	147.54336695402836
GCA_000468575.2	4655091	Mesophiles	562	120.72803732515648
GCF_002943995.1	5897272	Mesophiles	591	100.21582860685415
GCF_016027435.1	7319520	Mesophiles	1193	162.98882986862526
GCF_024172445.1	2571153	Mesophiles	244	94.8990589047015
GCF_021654615.1	3715529	Mesophiles	630	169.5586281253625
GCF_001654455.1	5627734	Mesophiles	293	52.06358367328662
GCF_025809235.1	4030808	Mesophiles	740	183.58602047033747
GCF_003339775.1	1908276	Mesophiles	563	295.03069786550793
GCF_014054525.1	2432079	Mesophiles	550	226.14396982992739
GCF_013122135.1	3973648	Mesophiles	749	188.4917838721497
GCF_010731655.1	6085955	Mesophiles	377	61.94590659970375
GCA_032918145.1	4574180	Mesophiles	728	159.15420906042175
GCF_000217815.1	2039943	Thermophiles	174	85.29650093164368
GCF_012913645.1	6530403	Mesophiles	571	87.43717654178464
GCF_020311615.1	4089676	Mesophiles	735	179.72083852119337
GCF_021398735.1	6652319	Mesophiles	736	110.63810980802334
GCF_022869165.1	3554903	Mesophiles	199	55.97902390023019
GCF_030908325.1	4527066	Mesophiles	674	148.88230036849473
GCF_003350945.1	3324072	Mesophiles	783	235.55446452423413
GCF_001612705.2	6856835	Mesophiles	634	92.46248451362764
GCF_905315045.2	4226657	Mesophiles	741	175.3158583722313
GCF_001444405.1	4868993	Mesophiles	702	144.1776564476474
GCF_027594625.1	2596982	Mesophiles	274	105.50708476223555
GCF_030053795.1	4215653	Mesophiles	746	176.95953628061892
GCF_021282625.2	6135355	Mesophiles	647	105.45437061099155
GCF_023699965.1	4961663	Mesophiles	533	107.42366017200281
GCF_009755645.1	5612010	Mesophiles	539	96.04401987879565
GCF_001051995.2	4171754	Mesophiles	316	75.74751531370258
GCF_013267475.1	5642349	Mesophiles	1519	269.21411631928476
GCF_029000405.1	4338611	Mesophiles	728	167.7956378204914
GCF_016890025.1	2654561	Mesophiles	272	102.4651533718758
GCA_025913555.1	5303961	Mesophiles	1391	262.2568303198308
GCF_034424375.1	6711709	Mesophiles	551	82.09533518214214
GCF_036347115.1	2773374	Mesophiles	286	103.12348785270216
GCF_029392955.1	3547608	Mesophiles	830	233.96046011847983
GCA_028541185.1	2822633	Mesophiles	523	185.28799174387885
GCF_000190635.1	3406739	Mesophiles	252	73.9710321219207
GCF_021442085.1	5420664	Mesophiles	1449	267.31042543865476
GCF_024760085.1	4751410	Mesophiles	288	60.61358628280868
GCA_036322685.1	4322388	Mesophiles	504	116.60221155527917
GCF_000418325.1	14782125	Mesophiles	1879	127.11298274097939
GCF_025449215.1	4751888	Mesophiles	780	164.1452828854552
GCF_023243115.1	4911255	Mesophiles	383	77.9841405099104
GCF_004114975.1	8437991	Mesophiles	682	80.82492621762692
GCF_003008535.1	3901011	Mesophiles	257	65.8803576816369
GCF_003671975.1	6079134	Mesophiles	635	104.45566753422445
GCF_017753785.1	4156177	Mesophiles	729	175.40157697807385
GCF_003612835.1	2974630	Mesophiles	366	123.04051260156726
GCF_016756235.1	5730364	Mesophiles	347	60.55461747281674
GCF_026016445.1	3211994	Mesophiles	231	71.91794256153653
GCF_030167055.1	5825843	Mesophiles	1577	270.6904391347312
GCF_030908605.1	3576265	Thermophiles	367	102.621030600361
GCF_901457785.2	4817656	Mesophiles	509	105.65303956945037
GCF_002250905.2	4345725	Mesophiles	947	217.91530757238436
GCF_016755935.1	5947382	Mesophiles	361	60.698976457204196
GCF_012222825.1	1674180	Mesophiles	82	48.979201758472804
GCF_016919365.1	6825756	Mesophiles	830	121.59825226685513
GCF_001027285.1	12489432	Mesophiles	440	35.22978466915069
GCF_024204865.1	2646864	Mesophiles	272	102.76311892110814
GCF_031326085.1	5324389	Mesophiles	438	82.26296012556558
GCF_020905695.1	4626213	Mesophiles	224	48.41973337587353
GCF_003076475.1	4224053	Mesophiles	587	138.9660593747285
GCF_022569835.1	6006113	Mesophiles	578	96.23528561650438
GCF_021654695.1	6064587	Mesophiles	624	102.89241460300595
GCF_014397255.1	1659381	Mesophiles	192	115.70579631802461
GCF_024599915.1	3383309	Mesophiles	825	243.84411828774728
GCF_016728045.1	5200450	Mesophiles	645	124.02772836966032
GCF_030388705.1	4442489	Mesophiles	617	138.8861064146698
GCF_001643015.1	3217288	Mesophiles	331	102.88168171453721
GCF_018972165.1	4420856	Mesophiles	302	68.31256209204733
GCF_028609825.1	2279521	Mesophiles	150	65.80329814904096
GCF_020906235.1	4994806	Mesophiles	240	48.04991425092386
GCF_017086565.1	5999955	Mesophiles	1557	259.501946264597
GCF_013377655.2	5189883	Mesophiles	623	120.04124177751213
GCF_016772475.1	7782254	Mesophiles	685	88.02077136007127
GCF_020906115.1	4796539	Mesophiles	229	47.7427578510255
GCF_001729265.2	3921189	Mesophiles	528	134.6530350870616
GCF_000019165.1	3075407	Thermophiles	235	76.41265042317976
GCA_015074845.1	3965118	Mesophiles	669	168.7213343966056
GCF_013610655.1	6603523	Mesophiles	684	103.58107331495627
GCA_013393725.1	4242126	Mesophiles	721	169.96194832496724
GCF_022576045.1	5074193	Mesophiles	412	81.19517724296257
GCF_025142755.1	4301253	Mesophiles	309	71.83953141096327
GCF_025558055.1	2714075	Mesophiles	213	78.4797767195085
GCF_027474845.2	3864851	Mesophiles	262	67.79045298253412
GCF_008274825.1	4490254	Mesophiles	456	101.55327515993527
GCF_000013845.2	2921996	Mesophiles	686	234.77102638059736
GCF_002355435.1	6343898	Mesophiles	496	78.1853680497385
GCF_001642655.1	3134437	Mesophiles	565	180.25565675749743
GCF_009662295.1	1997720	Mesophiles	334	167.19059728090022
GCA_036894225.1	7361451	Mesophiles	446	60.58588177792666
GCA_016855965.1	2394045	Mesophiles	235	98.16022672923859
GCF_001983935.1	8920478	Mesophiles	375	42.03810602974415
GCF_003403095.1	4701725	Mesophiles	553	117.61640674433319
GCF_024599935.1	3309371	Mesophiles	821	248.08339711685392
GCF_030435955.1	2514285	Mesophiles	281	111.76139538676006
GCF_035571435.1	1494874	Mesophiles	107	71.57793901024434
GCF_901472535.1	4732363	Mesophiles	773	163.3433445405604
GCA_036700025.1	5602664	Mesophiles	308	54.973848155091936
GCA_024218855.1	2610152	Mesophiles	284	108.80592394619164
GCA_018623075.1	4512572	Mesophiles	545	120.77369624240899
GCF_019329765.1	2732544	Mesophiles	279	102.10265598650928
GCF_000221045.1	5186898	Mesophiles	456	87.91381669737866
GCF_000165465.1	2309262	Mesophiles	242	104.79538484589449
GCA_030060475.1	4681862	Mesophiles	700	149.51316377970986
GCF_004119775.1	4343160	Mesophiles	737	169.69211357629007
GCF_000756025.1	5874930	Mesophiles	1206	205.2790416226236
GCF_001761465.1	4402594	Mesophiles	507	115.15938103763372
GCF_025142455.1	4178771	Mesophiles	317	75.8596247556997
GCF_001267215.1	2312033	Mesophiles	272	117.645379629097
GCF_022637535.1	6079809	Mesophiles	453	74.50891960586262
GCF_009931135.1	5018368	Mesophiles	907	180.7360480538693
GCF_000021725.1	1676444	Mesophiles	75	44.73755162713458
GCF_000020145.1	1643562	Mesophiles	331	201.39185500759936
GCF_000755585.2	4458287	Mesophiles	405	90.84206557361605
GCF_002116905.1	6398096	Mesophiles	481	75.17861563815235
GCF_022832935.1	2541905	Mesophiles	273	107.39976513677733
GCF_014844495.1	3221293	Mesophiles	444	137.83285159096053
GCF_024346995.1	3736840	Mesophiles	731	195.61982851821324
GCF_029223865.1	7444617	Mesophiles	471	63.26719023960534
GCF_002263515.1	5243930	Mesophiles	554	105.64595637241534
GCA_009914075.1	4647413	Mesophiles	412	88.65147125938667
GCF_001889325.1	4393047	Mesophiles	970	220.80346511202816
GCF_008369785.1	2062281	Mesophiles	82	39.76179773755371
GCF_024204805.1	2493311	Mesophiles	266	106.68544758355456
GCF_011765625.1	4472858	Mesophiles	660	147.55666287639804
GCF_022788655.1	4498570	Mesophiles	227	50.46047966353753
GCF_002000005.1	5373294	Mesophiles	1461	271.90025336413754
GCF_022869885.1	6977354	Mesophiles	665	95.30833608270413
GCF_004153325.1	4023048	Mesophiles	508	126.27241832560784
GCF_029639405.1	3970435	Mesophiles	393	98.9815977342533
GCF_000186745.1	4093599	Mesophiles	736	179.79289129199026
GCF_014396165.1	2217552	Mesophiles	281	126.71630699077181
GCF_001558275.2	2650138	Mesophiles	341	128.67254459956425
GCF_003047205.1	2678168	Thermophiles	238	88.8667178459305
GCF_000812665.2	4376120	Mesophiles	187	42.73191777190753
GCF_029581155.1	3325185	Mesophiles	810	243.5954691242743
GCF_002345985.1	5591869	Mesophiles	1152	206.0134098277338
GCF_013368775.1	4091551	Mesophiles	772	188.68150488653325
GCA_028540385.1	2973779	Mesophiles	558	187.6400364653863
GCA_030419145.1	3873362	Mesophiles	548	141.47915944856175
GCF_000024285.1	3205686	Thermophiles	210	65.50859940742792
GCF_014169255.1	6015416	Mesophiles	676	112.37793030440454
GCF_021495975.1	4154726	Mesophiles	933	224.56354522536503
GCF_025139485.1	4449613	Mesophiles	509	114.3919707174534
GCF_009363075.1	6948340	Mesophiles	597	85.9198024276302
GCF_000789295.1	4215367	Mesophiles	744	176.49708791666302
GCF_016313165.1	3957728	Mesophiles	602	152.10747176157633
GCF_019900825.1	5298555	Mesophiles	653	123.24114782237798
GCF_020906455.1	4926824	Mesophiles	237	48.10401183399285
GCF_000012665.1	3730232	Mesophiles	570	152.80550914795649
GCF_914590485.1	4005136	Mesophiles	424	105.86407053343507
GCF_001017775.3	4464186	Mesophiles	386	86.46593130304159
GCF_016592155.1	4957188	Mesophiles	311	62.73718083720045
GCF_019464495.1	3408875	Mesophiles	294	86.2454622126068
GCF_016756195.1	5519879	Mesophiles	331	59.9650825679331
GCF_002068155.1	4352468	Mesophiles	694	159.44976505283898
GCF_000024085.1	2852073	Mesophiles	323	113.25095816271183
GCF_035621695.1	4133372	Mesophiles	767	185.56278021915278
GCF_035917595.1	9494495	Mesophiles	1064	112.0649386828894
GCF_002795825.1	2301665	Mesophiles	153	66.4736180113092
GCF_018291785.1	5471617	Mesophiles	314	57.3870576102092
GCA_026874125.1	5908693	Mesophiles	1539	260.46369307053186
GCF_030166995.1	5730405	Mesophiles	1558	271.88305189598293
GCF_018406605.1	3270651	Mesophiles	276	84.38686976996323
GCA_037071415.1	8236275	Mesophiles	592	71.87715320335953
GCF_020905735.1	4972530	Mesophiles	245	49.270693188376946
GCF_001644665.1	2061852	Hyperthermophiles	204	98.94017611351349
GCF_000025705.1	3003656	Mesophiles	247	82.23311857283258
GCF_905315705.2	4215744	Mesophiles	738	175.05806804208225
GCF_019428485.1	6021937	Mesophiles	686	113.91683440062558
GCF_905311405.2	4166364	Mesophiles	762	182.89328536824914
GCF_002158905.1	3987360	Mesophiles	207	51.914048392921636
GCF_013457195.1	2839750	Psychrophiles	399	140.50532617307863
GCF_015655285.1	3564910	Thermophiles	466	130.71858756602552
GCF_035917755.1	9554255	Mesophiles	1056	110.52667110099112
GCF_023369715.1	4058498	Mesophiles	713	175.6807567725794
GCF_001677435.1	4059891	Mesophiles	221	54.43495896811023
GCF_900095135.1	4414963	Mesophiles	205	46.43300521431323
GCF_023277925.1	5755740	Mesophiles	535	92.95068922501711
GCF_001941605.1	3952957	Mesophiles	550	139.13634780241728
GCF_028553765.1	3642172	Mesophiles	211	57.93246447449489
GCF_000008125.1	2127482	Thermophiles	256	120.33004274536754
GCF_001543325.1	2966978	Mesophiles	321	108.19089322536264
GCF_025142695.1	4281685	Mesophiles	317	74.03627310276211
GCF_010727605.1	5788994	Mesophiles	319	55.10456566374054
GCF_013341455.1	2632236	Mesophiles	338	128.4079391057641
GCF_000020525.1	3293456	Mesophiles	275	83.49891421048285
GCF_029166985.1	4968037	Mesophiles	334	67.22977304718141
GCF_015278075.1	5651115	Mesophiles	653	115.55241753176144
GCF_026559675.1	3782954	Mesophiles	378	99.92191287549359
GCF_001586255.1	4204359	Mesophiles	273	64.93260922770867
GCF_000011925.1	2643840	Mesophiles	252	95.31590413943356
GCF_020138475.1	3300487	Mesophiles	783	237.23771673695427
GCF_027925445.1	4715351	Mesophiles	509	107.94530460192676
GCA_025757585.1	6165932	Mesophiles	369	59.84496747612526
GCF_019038085.1	2754432	Mesophiles	118	42.840048329383336
GCA_026239475.1	2171854	Mesophiles	420	193.38316479837042
GCF_000293765.1	4146839	Mesophiles	740	178.44917538394907
GCF_017348895.1	4132257	Mesophiles	1113	269.34433168120955
GCF_017909435.1	4268696	Mesophiles	954	223.48745377979597
GCF_001628715.1	3106397	Mesophiles	221	71.14351449605444
GCF_023823875.1	5453361	Mesophiles	799	146.51514909795995
GCA_030704575.1	3756927	Mesophiles	482	128.2963443260942
GCF_032595315.1	5308142	Mesophiles	1478	278.44017737279825
GCF_030272215.1	3820891	Mesophiles	488	127.71890116729318
GCF_011045695.1	5801682	Mesophiles	574	98.93682556196634
GCF_024204925.1	2602631	Mesophiles	253	97.20932394949573
GCF_001043175.1	3998597	Psychrophiles	281	70.2746488330782
GCF_003860565.1	2759562	Mesophiles	441	159.80796952559862
GCF_031753935.1	5508281	Mesophiles	296	53.73727302583147
GCF_035578885.1	6740460	Mesophiles	643	95.39408289641953
GCF_014883875.1	5851681	Mesophiles	508	86.81266118231667
GCA_036699995.1	5552291	Mesophiles	850	153.08995872154395
GCF_003945345.1	7261317	Mesophiles	524	72.16321777440649
GCF_000242635.2	5202069	Mesophiles	566	108.80286286091169
GCA_027941735.1	2782778	Mesophiles	619	222.43959094113868
GCF_000706705.1	4039155	Mesophiles	718	177.75995226724402
GCF_018289175.1	5339045	Mesophiles	321	60.12311190484441
GCF_001442535.1	5765176	Mesophiles	1188	206.06482785607932
GCF_035986465.1	2994364	Mesophiles	325	108.53723862563135
GCF_030687375.1	6139033	Mesophiles	458	74.60458349059209
GCA_036322625.1	3552491	Mesophiles	271	76.28450008740346
GCF_034374265.1	2838420	Mesophiles	154	54.2555365308869
GCA_016855125.1	2615785	Mesophiles	251	95.95589851612422
GCF_013112375.1	5750332	Mesophiles	1536	267.11501179410163
GCF_012648345.1	4060035	Mesophiles	735	181.03292212998164
GCF_000015365.1	4779762	Mesophiles	312	65.2752166321252
GCF_007855275.1	3770186	Mesophiles	429	113.78748952969428
GCA_016855525.1	2502060	Mesophiles	246	98.31898515623126
GCF_030122885.1	4090469	Mesophiles	727	177.73023093439897
GCF_006094295.1	5431377	Mesophiles	1451	267.15140561960624
GCF_001420915.1	4416600	Mesophiles	547	123.85092605171398
GCF_014170115.1	3086463	Mesophiles	559	181.11346223816713
GCF_001997295.1	3222890	Mesophiles	249	77.25985063095544
GCF_963665895.1	5308024	Mesophiles	361	68.01024260628814
GCF_033870355.1	5821656	Mesophiles	1194	205.0962818826808
GCA_001628815.1	3666014	Mesophiles	277	75.55890403037195
GCA_028540485.1	3071903	Mesophiles	571	185.87826503636344
GCF_027942395.1	4306106	Mesophiles	749	173.93905305628797
GCF_900682675.2	4770427	Mesophiles	467	97.89480061218839
GCF_004771155.1	5330209	Mesophiles	1462	274.28567997990325
GCF_030645085.1	3892599	Mesophiles	625	160.56110583186197
